latitude,longitude,location_id,landsat_scene_id,soilgrids_id
56.34102862,-115.1171926,053e5c9f,,053e5c9f
56.2988616,-118.3488521,2dcc3482,LC09_L2SP_046021_20240709_20240710_02_T1,2dcc3482
56.25676132,-121.5769597,27bd3c2a,LC09_L2SP_048021_20240707_20240708_02_T1,27bd3c2a
58.05269629,-121.5769597,4345852a,LC08_L2SP_048019_20240629_20240709_02_T1,4345852a
59.84812151,-121.5769597,82a174eb,LC08_L2SP_051018_20240618_20240706_02_T1,82a174eb
58.05269629,-121.5769597,5be583ac,LC08_L2SP_048019_20240629_20240709_02_T1,5be583ac
58.00768946,-118.1926044,5fb6c081,LC08_L2SP_047020_20240708_20240718_02_T1,5fb6c081
56.21174151,-118.1926044,59f4e39c,,59f4e39c
56.16977864,-121.4134035,58023c7b,,58023c7b
57.4179915,-119.0596025,3bb2abb2,,3bb2abb2
58.66486475,-121.4968605,52075c96,,52075c96
56.86910534,-121.4968605,b01b1269,LC09_L2SP_048021_20240707_20240708_02_T1,b01b1269
58.11657639,-119.0971612,e239e404,,e239e404
59.36266769,-116.610027,0c53feff,,0c53feff
57.56710621,-116.610027,03c634ce,LC09_L2SP_045020_20240718_20240719_02_T1,03c634ce
55.77103075,-116.610027,9c48634d,LC08_L2SP_046021_20240717_20240723_02_T1,9c48634d
57.56710621,-116.610027,1de3f82f,LC09_L2SP_045020_20240718_20240719_02_T1,1de3f82f
55.77103075,-116.610027,0da3c359,,0da3c359
55.72975362,-119.7944689,9ff3c86e,LC09_L2SP_046021_20240709_20240710_02_T1,9ff3c86e
56.97842243,-117.468482,20d69c8e,,20d69c8e
55.68753771,-115.2197489,b001e333,LC09_L2SP_044021_20240711_20240712_02_T1,b001e333
57.48363742,-115.2197489,f92bec57,,f92bec57
55.68753771,-115.2197489,d7594637,LC09_L2SP_044021_20240711_20240712_02_T1,d7594637
55.64638875,-118.3974164,275f0b87,,275f0b87
56.89514304,-120.7182232,92ba10e9,LC09_L2SP_048021_20240707_20240708_02_T1,92ba10e9
58.14258605,-118.3167734,15351819,,15351819
56.85101862,-115.9986998,e8cc03eb,,e8cc03eb
58.64678319,-115.9986998,fe46eae2,LC09_L2SP_045020_20240718_20240719_02_T1,fe46eae2
58.60072649,-119.4402232,07cbaf71,LC08_L2SP_047020_20240708_20240718_02_T1,07cbaf71
57.30887333,-117.0934017,8108c14f,,8108c14f
56.0178009,-114.8255069,e8042133,,e8042133
55.97614172,-111.6208325,a6a5523a,LC09_L2SP_041021_20240722_20240723_02_T1,a6a5523a
57.77215773,-111.6208325,01eb269d,LC08_L2SP_042019_20240721_20240723_02_T1,01eb269d
56.48081411,-113.9162791,82610db8,LC09_L2SP_045020_20240718_20240719_02_T1,82610db8
58.27668464,-113.9162791,e15f072d,,e15f072d
59.52259324,-111.4173716,7f87bdb0,,7f87bdb0
59.47492211,-114.947496,70d5481a,LC08_L2SP_046018_20240717_20240723_02_T1,70d5481a
59.42734099,-111.4223329,46ec1437,LC08_L2SP_042019_20240721_20240723_02_T1,46ec1437
57.63179773,-111.4223329,f69089d9,LC08_L2SP_042019_20240721_20240723_02_T1,f69089d9
59.42734099,-111.4223329,ba78484c,LC08_L2SP_042019_20240721_20240723_02_T1,ba78484c
58.13494605,-113.8232682,a5039dec,,a5039dec
56.33903477,-113.8232682,63803a1c,,63803a1c
57.58707006,-116.1879836,af8675dd,,af8675dd
58.83375627,-113.738872,c59fc86c,LC08_L2SP_046018_20240717_20240723_02_T1,c59fc86c
58.78736176,-117.1988673,9857fa2d,LC09_L2SP_045020_20240718_20240719_02_T1,9857fa2d
57.49538929,-114.8400852,42dcdb2c,,42dcdb2c
56.20420882,-117.1189742,2fb3eff1,LC09_L2SP_046021_20240709_20240710_02_T1,2fb3eff1
57.45238566,-114.7629629,54d79866,,54d79866
56.16123023,-117.0393054,32207fb6,LC09_L2SP_046021_20240709_20240710_02_T1,32207fb6
56.11934676,-113.8227251,d9a2e49a,LC09_L2SP_044021_20240711_20240712_02_T1,d9a2e49a
57.36761229,-116.1732975,3fc15248,LC09_L2SP_045020_20240718_20240719_02_T1,3fc15248
58.614541,-118.6070498,a7b79b01,LC08_L2SP_047020_20240708_20240718_02_T1,a7b79b01
59.86005962,-121.1312362,0d0afcf5,LC08_L2SP_048018_20240629_20240709_02_T1,0d0afcf5
58.06463773,-121.1312362,bcb272d3,LC08_L2SP_048019_20240629_20240709_02_T1,bcb272d3
59.86005962,-121.1312362,6de1aca6,LC08_L2SP_048018_20240629_20240709_02_T1,6de1aca6
58.06463773,-121.1312362,80d36285,LC08_L2SP_048019_20240629_20240709_02_T1,80d36285
59.86005962,-121.1312362,62849525,LC08_L2SP_048018_20240629_20240709_02_T1,62849525
58.56736687,-118.7007592,36219179,LC08_L2SP_047020_20240708_20240718_02_T1,36219179
56.77157962,-118.7007592,55a24a16,LC09_L2SP_046021_20240709_20240710_02_T1,55a24a16
55.48081003,-116.4638183,cbdd38fa,LC08_L2SP_046022_20240717_20240723_02_T1,cbdd38fa
56.72973326,-118.7744191,61b163c3,LC09_L2SP_046021_20240709_20240710_02_T1,61b163c3
58.52553248,-118.7744191,c95574d0,,c95574d0
56.72973326,-118.7744191,ca05acbd,,ca05acbd
58.52553248,-118.7744191,83fad597,LC08_L2SP_047020_20240708_20240718_02_T1,83fad597
57.23372691,-116.4323752,77245417,,77245417
55.94269758,-118.6958772,a2eb60db,LC09_L2SP_046021_20240709_20240710_02_T1,a2eb60db
57.19114675,-116.3565299,d27ff9a3,LC09_L2SP_045020_20240718_20240719_02_T1,d27ff9a3
58.98681454,-116.3565299,f8634687,LC08_L2SP_046018_20240717_20240723_02_T1,f8634687
57.69471265,-118.7282577,06a7997b,LC08_L2SP_047020_20240708_20240718_02_T1,06a7997b
56.40341503,-116.4374739,c05a14a4,LC09_L2SP_045020_20240718_20240719_02_T1,c05a14a4
57.65138245,-118.8063729,f1437eb8,LC08_L2SP_047020_20240708_20240718_02_T1,f1437eb8
58.89799715,-116.3527165,d92eaa11,LC08_L2SP_047019_20240622_20240708_02_T1,d92eaa11
57.60595313,-113.9867746,7d2bf29f,LC09_L2SP_045020_20240718_20240719_02_T1,7d2bf29f
58.85261837,-116.4372185,75317f1a,LC09_L2SP_045020_20240718_20240719_02_T1,75317f1a
57.56060377,-114.0742196,2396f1e8,LC09_L2SP_045020_20240718_20240719_02_T1,2396f1e8
58.80731936,-111.6269725,2a518264,LC08_L2SP_042019_20240721_20240723_02_T1,2a518264
58.76097283,-115.0843417,712b3d4d,LC08_L2SP_046018_20240717_20240723_02_T1,712b3d4d
57.46901733,-117.4414238,525a76eb,LC09_L2SP_045020_20240718_20240719_02_T1,525a76eb
56.17785223,-115.1640972,80756e37,,80756e37
57.42605664,-117.5184161,344cbfc1,,344cbfc1
58.672921,-119.9562364,b1a4a284,LC08_L2SP_047020_20240708_20240718_02_T1,b1a4a284
57.38102189,-117.6048056,f0122821,LC09_L2SP_045020_20240718_20240719_02_T1,f0122821
59.17663591,-117.6048056,2da3f714,LC08_L2SP_048018_20240629_20240709_02_T1,2da3f714
59.12961235,-114.1103176,0186973e,,0186973e
57.83741656,-116.4914194,0c82406c,,0c82406c
59.08382326,-114.0245034,019e3ffa,LC08_L2SP_046018_20240717_20240723_02_T1,019e3ffa
57.79165769,-111.6464171,31cfc7bd,,31cfc7bd
57.74710121,-115.0063629,43000c29,LC09_L2SP_045020_20240718_20240719_02_T1,43000c29
58.99360911,-112.5459053,4bfbc7e6,LC08_L2SP_045018_20240710_20240719_02_T1,4bfbc7e6
57.19794324,-112.5459053,9728a6d6,LC08_L2SP_043021_20240728_20240801_02_T1,9728a6d6
58.99360911,-112.5459053,2c64cf44,LC08_L2SP_045018_20240710_20240719_02_T1,2c64cf44
57.70150277,-114.9180771,0fb30514,,0fb30514
57.65710033,-111.5664639,342a51ca,LC08_L2SP_042019_20240721_20240723_02_T1,342a51ca
59.45263647,-111.5664639,0cbfcf7e,,0cbfcf7e
59.40509735,-115.0893133,fad83f7a,LC08_L2SP_046018_20240717_20240723_02_T1,fad83f7a
57.60954783,-115.0893133,c4a65f92,,c4a65f92
56.31830048,-112.8036304,d067dd09,,d067dd09
57.56635759,-115.1670021,6d99c0b8,,6d99c0b8
57.52218463,-118.5062171,c55ede0d,LC08_L2SP_047020_20240708_20240718_02_T1,c55ede0d
57.47808632,-115.1710306,527a2951,LC09_L2SP_045020_20240718_20240719_02_T1,527a2951
56.18691594,-117.4488942,d555d3d2,LC09_L2SP_046021_20240709_20240710_02_T1,d555d3d2
56.14499212,-114.2301703,49c9bbb7,LC09_L2SP_045020_20240718_20240719_02_T1,49c9bbb7
57.39323088,-111.8779574,54f66dfd,LC09_L2SP_042020_20240627_20240628_02_T1,54f66dfd
59.18884144,-111.8779574,1118322a,LC08_L2SP_042019_20240721_20240723_02_T1,1118322a
59.14179526,-115.3736883,422f5bb5,LC08_L2SP_046018_20240717_20240723_02_T1,422f5bb5
57.34617138,-115.3736883,d26d6827,LC09_L2SP_045020_20240718_20240719_02_T1,d26d6827
59.14179526,-115.3736883,80f52051,LC08_L2SP_046018_20240717_20240723_02_T1,80f52051
57.34617138,-115.3736883,393ba135,LC09_L2SP_045020_20240718_20240719_02_T1,393ba135
59.14179526,-115.3736883,775af0a5,LC08_L2SP_046018_20240717_20240723_02_T1,775af0a5
57.34617138,-115.3736883,13a74d59,LC09_L2SP_045020_20240718_20240719_02_T1,13a74d59
58.59312366,-112.9414244,f30c25b7,LC08_L2SP_045018_20240710_20240719_02_T1,f30c25b7
57.30127532,-115.2877618,7442fb08,,7442fb08
58.54827688,-112.8586073,e3254959,LC08_L2SP_045018_20240710_20240719_02_T1,e3254959
56.75248416,-112.8586073,f0e5de0a,LC09_L2SP_044021_20240711_20240712_02_T1,f0e5de0a
55.46172512,-115.0944673,6e8a0908,LC09_L2SP_044021_20240711_20240712_02_T1,6e8a0908
56.71066776,-117.4038987,9b9e802b,LC09_L2SP_046021_20240709_20240710_02_T1,9b9e802b
56.66790936,-120.6671098,54d22a21,LC09_L2SP_048021_20240707_20240708_02_T1,54d22a21
55.37719682,-118.4360218,c7449f50,LC09_L2SP_046021_20240709_20240710_02_T1,c7449f50
56.62622521,-120.7402914,b5a8c091,LC09_L2SP_048021_20240707_20240708_02_T1,b5a8c091
58.42205404,-120.7402914,8e77c0f1,LC08_L2SP_048019_20240629_20240709_02_T1,8e77c0f1
59.66779559,-118.2305803,db0c1a81,,db0c1a81
59.6198487,-114.6852425,45af7357,LC08_L2SP_046018_20240717_20240723_02_T1,45af7357
59.57199314,-118.2255397,9edb46b1,,9edb46b1
58.27949976,-120.6362548,603a0416,,603a0416
56.98784799,-118.3096797,37d7e3b4,,37d7e3b4
58.23519091,-115.9019725,7760194f,,7760194f
58.18986531,-112.5002981,280edc28,LC08_L2SP_042019_20240721_20240723_02_T1,280edc28
59.43587314,-114.9928052,8d7bab35,,8d7bab35
59.38836557,-118.5139166,d3ea4a47,,d3ea4a47
59.34094726,-114.9977199,013da89e,LC08_L2SP_046018_20240717_20240723_02_T1,013da89e
59.29361777,-111.4864127,9dcca268,LC08_L2SP_042019_20240721_20240723_02_T1,9dcca268
57.49803681,-111.4864127,176b976e,,176b976e
56.2068548,-113.7654587,4c596c40,,4c596c40
57.45502887,-111.4092772,aa624e37,LC08_L2SP_042019_20240721_20240723_02_T1,aa624e37
57.41104368,-114.7383616,a13c03f5,,a13c03f5
56.11991226,-117.0122627,3c136910,,3c136910
56.07809357,-113.7991233,35874646,LC09_L2SP_044021_20240711_20240712_02_T1,35874646
57.87408009,-113.7991233,84e1cc28,LC09_L2SP_045020_20240718_20240719_02_T1,84e1cc28
56.58267552,-111.4975048,330b8212,,330b8212
56.5401232,-114.7497058,e096a936,,e096a936
56.49763908,-111.5011451,e7a3e3a5,,e7a3e3a5
56.45522291,-114.7460812,1b814f8a,,1b814f8a
56.41287442,-117.9874084,babe9e52,LC09_L2SP_046021_20240709_20240710_02_T1,babe9e52
58.20876447,-117.9874084,e4afce1b,,e4afce1b
58.16348523,-114.588255,cc3af506,,cc3af506
58.11828526,-117.9830992,c87c2397,,c87c2397
56.82673271,-120.2996718,70577d42,,70577d42
58.62250421,-120.2996718,30195614,,30195614
59.86801356,-117.7748823,34eeb1e8,,34eeb1e8
59.81968251,-114.2083127,d0ddf0a0,LC08_L2SP_046018_20240717_20240723_02_T1,d0ddf0a0
59.77144461,-117.7697299,0d551da7,,0d551da7
59.72329942,-114.2134379,afe629c4,LC08_L2SP_046018_20240717_20240723_02_T1,afe629c4
58.43070189,-116.6344849,2fc0db1a,LC09_L2SP_045020_20240718_20240719_02_T1,2fc0db1a
57.13895594,-114.2984327,4f146cce,,4f146cce
58.93463855,-114.2984327,9645cff7,LC08_L2SP_046018_20240717_20240723_02_T1,9645cff7
58.88806026,-117.7684927,fdc4a11e,LC08_L2SP_048018_20240629_20240709_02_T1,fdc4a11e
58.84156695,-121.2338971,fd6a9170,LC08_L2SP_048019_20240629_20240709_02_T1,fd6a9170
57.04585788,-121.2338971,5d84c1ca,LC09_L2SP_048021_20240707_20240708_02_T1,5d84c1ca
58.29313796,-118.8222544,8e8cbd5e,LC08_L2SP_047020_20240708_20240718_02_T1,8e8cbd5e
56.49727215,-118.8222544,9ab8dac0,LC09_L2SP_046021_20240709_20240710_02_T1,9ab8dac0
56.45485657,-115.5773496,2334d4d1,LC09_L2SP_045020_20240718_20240719_02_T1,2334d4d1
56.41250866,-112.3360536,cbce5a33,LC09_L2SP_041021_20240722_20240723_02_T1,cbce5a33
56.37022818,-115.5737563,61e2b838,LC09_L2SP_045020_20240718_20240719_02_T1,61e2b838
58.16613049,-115.5737563,ca078d91,LC09_L2SP_045020_20240718_20240719_02_T1,ca078d91
58.1209259,-118.9688518,cb6ea100,LC08_L2SP_047020_20240708_20240718_02_T1,cb6ea100
59.91633206,-118.9688518,69b71cc2,LC09_L2SP_049017_20240714_20240715_02_T1,69b71cc2
58.62359985,-121.4032344,174f8866,LC08_L2SP_048019_20240629_20240709_02_T1,174f8866
59.86910792,-118.8783619,c9cb6a7e,LC08_L2SP_048018_20240629_20240709_02_T1,c9cb6a7e
58.07368857,-118.8783619,5feacb44,LC08_L2SP_047020_20240708_20240718_02_T1,5feacb44
59.86910792,-118.8783619,f28cae52,LC08_L2SP_048018_20240629_20240709_02_T1,f28cae52
58.57640884,-116.447258,567ec22e,LC09_L2SP_045020_20240718_20240719_02_T1,567ec22e
59.82197178,-118.9685612,1e32e5b5,LC08_L2SP_048018_20240629_20240709_02_T1,1e32e5b5
58.52930566,-116.5407193,88b0875f,LC09_L2SP_045020_20240718_20240719_02_T1,88b0875f
59.77492324,-114.0229668,bdc6520c,LC08_L2SP_046018_20240717_20240723_02_T1,bdc6520c
58.48228989,-111.5983704,28579c71,,28579c71
56.6864783,-111.5983704,6f71fed6,LC09_L2SP_041021_20240722_20240723_02_T1,6f71fed6
57.93414516,-113.9858769,4de00277,LC09_L2SP_045020_20240718_20240719_02_T1,4de00277
59.18044303,-111.5119994,86c07ae2,LC08_L2SP_042019_20240721_20240723_02_T1,86c07ae2
57.88821356,-113.8964595,5e19328e,LC09_L2SP_045020_20240718_20240719_02_T1,5e19328e
56.5968005,-116.1989371,19c186be,LC09_L2SP_045020_20240718_20240719_02_T1,19c186be
55.30612682,-113.9718418,3c92316a,LC09_L2SP_044021_20240711_20240712_02_T1,3c92316a
55.26555652,-117.1190104,6f08eed4,LC08_L2SP_046022_20240717_20240723_02_T1,6f08eed4
55.22504711,-113.9750433,ddb7ca83,LC09_L2SP_044021_20240711_20240712_02_T1,ddb7ca83
56.47422914,-111.6799944,4c024a0e,LC09_L2SP_041021_20240722_20240723_02_T1,4c024a0e
56.43185034,-114.9229375,ee6b63b9,LC09_L2SP_045020_20240718_20240719_02_T1,ee6b63b9
56.38953908,-118.1622802,e2e9dd9a,LC09_L2SP_046021_20240709_20240710_02_T1,e2e9dd9a
56.34729511,-114.9265224,02e551f9,LC09_L2SP_045020_20240718_20240719_02_T1,02e551f9
57.5953217,-112.5612712,bdf25ade,LC08_L2SP_042019_20240721_20240723_02_T1,bdf25ade
58.84199875,-115.0109648,138bc638,LC08_L2SP_046018_20240717_20240723_02_T1,138bc638
57.54999102,-117.3732762,39b5d247,LC09_L2SP_045020_20240718_20240719_02_T1,39b5d247
56.25877864,-119.6554086,ef16092b,LC09_L2SP_046021_20240709_20240710_02_T1,ef16092b
57.50689828,-117.2958837,226e49bb,LC09_L2SP_045020_20240718_20240719_02_T1,226e49bb
57.46282575,-120.6296788,ba7029c2,LC08_L2SP_047021_20240708_20240718_02_T1,ba7029c2
